company_name,schedule_type,work_from_home,search_location,salary_rate,locations,min_yearly,max_yearly,state
Upwork,Contractor,True,United States,an hour,Remote,62400.0,145600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
General Dynamics Information Technology,Full-time,True,United States,a year,Remote,88000.0,132000.0,Remote
Cboe Global Markets,Full-time,False,United States,an hour,"  Lenexa, KS   ",40601.6,64667.2,KS
Mutual of Omaha,Full-time,True,United States,an hour,Remote,60008.0,65000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,104000.0,Remote
General Dynamics Information Technology,Full-time,True,United States,a year,Remote,80000.0,120000.0,Remote
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Upwork,Contractor,True,United States,an hour,Remote,62400.0,104000.0,Remote
General Dynamics Information Technology,Full-time,True,United States,a year,Remote,80000.0,120000.0,Remote
Accuity,Full-time,False,United States,an hour,"  Oklahoma City, OK   ",40664.0,43825.6,OK
Accuity,Full-time,False,United States,an hour,"  Wichita, KS   ",38396.8,56014.4,KS
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
"Government Employees Health Association, Inc. - GEHA",Full-time,False,United States,an hour,"  Lee's Summit, MO   ",68203.2,145121.59999999998,MO
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,52000.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Oklahoma County Diversion Hub Inc,Full-time,False,United States,a year,"  Oklahoma City, OK   ",50000.0,60000.0,OK
Nike,Full-time,True,United States,an hour,Remote,41600.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,83200.0,Remote
Boston Consulting Group,Full-time,False,United States,a year,Unknown,60000.0,80000.0,Unknown
ICONMA,Contractor,True,United States,an hour,Remote,93600.0,114400.0,Remote
Equal Opportunity Schools,Full-time,True,United States,a year,Remote,70000.0,80000.0,Remote
One Park Financial,Full-time,False,United States,a year,Unknown,60938.0,120402.0,Unknown
Edison International,Internship,False,United States,an hour,Unknown,35360.0,58240.0,Unknown
Chubb INA Holdings Inc.,Full-time,False,United States,a year,Unknown,92500.0,158000.0,Unknown
Upwork,Contractor,True,United States,an hour,Remote,20800.0,145600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,24960.0,31200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,104000.0,176800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,72800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,52000.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,156000.0,208000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,162240.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,104000.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,104000.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,37440.0,93600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,24960.0,37440.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,24960.0,83200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,104000.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,72800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,72800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,124800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,162240.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,162240.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,24960.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,52000.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,72800.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,166400.0,208000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,83200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,83200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,162240.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,24960.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,52000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,29120.0,37440.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,162240.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,24960.0,37440.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,124800.0,145600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,72800.0,135200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,24960.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,72800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,162240.0,Remote
OrionIG,Full-time,False,United States,a year,Unknown,75000.0,85000.0,Unknown
MK Software Solutions,Contractor,True,United States,an hour,Remote,83200.0,93600.0,Remote
Mastermind.com,Full-time,False,United States,a year,Unknown,90000.0,110000.0,Unknown
OrionIG,Full-time,False,United States,a year,Unknown,75000.0,85000.0,Unknown
OrionIG,Full-time,False,United States,a year,Unknown,90000.0,110000.0,Unknown
M Science,Full-time,False,United States,a year,Unknown,70000.0,85000.0,Unknown
Alldus,Full-time,True,United States,a year,Remote,130000.0,160000.0,Remote
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Experian,Full-time,False,United States,an hour,"  Fayetteville, AR   ",38396.8,56014.4,AR
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
"Government Employees Health Association, Inc. - GEHA",Full-time,False,United States,an hour,"  Lee's Summit, MO   ",68203.2,145121.59999999998,MO
FlexJobs,Full-time,False,United States,an hour,"  Kansas City, MO   ",40601.6,64667.2,MO
Upwork,Contractor,True,United States,an hour,Remote,41600.0,83200.0,Remote
Clarivate Analytics US LLC,Full-time,False,United States,an hour,"  Kansas City, MO   ",40601.6,64667.2,MO
Arete,Full-time,False,United States,a year,Unknown,40000.0,60000.0,Unknown
Cooper University Health Care,Full-time,False,United States,a year,Unknown,50000.0,80000.0,Unknown
Wellth,Full-time,False,United States,a year,Unknown,110000.0,140000.0,Unknown
EmblemHealth,Full-time,True,United States,a year,Remote,63000.0,110000.0,Remote
GoodRx,Contractor,False,United States,a year,Unknown,63000.0,117000.0,Unknown
Exiger,Full-time,False,United States,a year,Unknown,69300.0,129000.0,Unknown
Get It Recruit - Information Technology,Full-time,False,United States,an hour,"  Bentonville, AR   ",52000.0,56160.0,AR
Progressive,Full-time,True,United States,a year,Remote,68100.0,110000.0,Remote
NewYork-Presbyterian,Full-time,True,United States,an hour,Remote,82950.40000000001,98051.2,Remote
"Caribbean Temporary Services, LLC.",Full-time,False,United States,a year,Unknown,32000.0,35000.0,Unknown
VNS Health,Full-time,False,United States,a year,"  Manhattan, KS   ",62000.0,77500.0,KS
VNS Health,Full-time,False,United States,a year,"  Manhattan, KS   ",62000.0,77500.0,KS
University of South Carolina,Part-time,True,United States,an hour,Remote,62400.0,83200.0,Remote
University of South Carolina,Part-time,True,United States,an hour,Remote,62400.0,83200.0,Remote
Providence Health Plan,Full-time,True,United States,an hour,Remote,71302.40000000001,115086.4,Remote
Providence Health Plan,Full-time,True,United States,an hour,Remote,71302.40000000001,115086.4,Remote
Upwork,Contractor,True,United States,an hour,Remote,156000.0,208000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,22880.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,124800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,52000.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,52000.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,72800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,218400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,72800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,95680.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,162240.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,114400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,95680.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,87360.0,124800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,156000.0,187200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,156000.0,187200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,72800.0,145600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,93600.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,24960.0,31200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,187200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,156000.0,208000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,124800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,104000.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,104000.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,22880.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,104000.0,124800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,52000.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,83200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,24960.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,95680.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,95680.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,95680.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,95680.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,95680.0,Remote
Accenture,Full-time,False,United States,an hour,"  Oklahoma City, OK   ",112320.0,133120.0,OK
Commerce Bank,Full-time,False,United States,a year,"  Kansas City, MO   ",68500.0,104000.0,MO
Centene Corporation,Full-time,False,United States,a year,"  Oklahoma City, OK   ",82600.0,149000.0,OK
Super Dispatch,Full-time,False,United States,a year,"  Kansas City, MO   ",70000.0,85000.0,MO
Experis,Full-time,False,United States,an hour,"  Oklahoma City, OK   ",62400.0,72800.0,OK
Experis,Full-time,False,United States,an hour,"  Oklahoma City, OK   ",62400.0,72800.0,OK
Experis,Full-time,False,United States,an hour,"  Oklahoma City, OK   ",62400.0,72800.0,OK
Sunrun,Full-time,False,United States,a year,"  Topeka, KS   ",60562.0,75756.0,KS
Sunrun,Full-time,False,United States,a year,"  Jefferson City, MO   ",69978.0,93304.0,MO
Sunrun,Full-time,False,United States,a year,"  Oklahoma City, OK   ",69978.0,93304.0,OK
Prime Team Partners,Full-time,True,United States,a year,Remote,110000.0,130000.0,Remote
Brooksource,Contractor,True,United States,an hour,Remote,104000.0,114400.0,Remote
Insight Global,Full-time,True,United States,a year,Remote,80000.0,90000.0,Remote
Brooksource,Contractor,True,United States,an hour,Remote,62400.0,79040.0,Remote
Analytic Recruiting Inc.,Full-time,True,United States,a year,Remote,80000.0,95000.0,Remote
Insight Global,Full-time,True,United States,an hour,Remote,104000.0,135200.0,Remote
Lumen Technologies,Full-time,True,United States,a year,Remote,100440.0,223680.0,Remote
eTeam,Contractor,True,United States,an hour,Remote,114400.0,124800.0,Remote
Alldus,Full-time,True,United States,a year,Remote,130000.0,160000.0,Remote
Mercury Insurance,Full-time,False,United States,an hour,"  Oklahoma City, OK   ",52000.0,91520.0,OK
Atrilogy Solutions Group,Contractor,True,United States,a year,Remote,120000.0,130000.0,Remote
Meta,Full-time,True,United States,a year,Remote,165000.0,232000.0,Remote
Mercury Insurance,Full-time,False,United States,an hour,Unknown,70720.0,131040.0,Unknown
Mercury Insurance,Full-time,False,United States,an hour,Unknown,70720.0,131040.0,Unknown
Salas O'Brien,Full-time,True,United States,a year,Remote,65000.0,90000.0,Remote
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Accuity,Full-time,False,United States,an hour,"  Oklahoma City, OK   ",40664.0,43825.6,OK
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
